Datetime,CO2 (ppm),T (°C),RH (%),P (Pa),Ambient Light (ADC),Battery (mV)
2021-09-11 21:43:42.579902,692,24.27,54.25,96644.26,14124,4369
2021-09-11 21:44:22.817879,691,24.27,54.24,96644.72,14096,4370
2021-09-11 21:44:52.951328,691,24.27,54.25,96645.3,14116,4367
2021-09-11 21:45:43.148933,690,24.26,54.25,96645.42,14096,4371
2021-09-11 21:46:28.374368,688,24.26,54.24,96645.01,14168,4369
2021-09-11 21:47:03.552457,686,24.25,54.24,96646.86,14082,4368
2021-09-11 21:47:33.713445,685,24.25,54.25,96646.28,14124,4370
2021-09-11 21:48:33.947287,684,24.25,54.26,96649.0,14064,4370
2021-09-11 21:49:04.098501,683,24.24,54.29,96649.23,14140,4371
2021-09-11 21:50:04.342945,682,24.23,54.28,96648.35,14104,4370
2021-09-11 21:50:49.602180,681,24.24,54.27,96649.11,14160,4370
2021-09-11 21:51:19.714590,680,24.23,54.27,96648.24,14096,4369
2021-09-12 09:32:21.663902,563,21.72,55.13,96579.48,19150,4373
2021-09-12 09:33:01.930695,567,21.73,55.14,96579.72,19698,4371
2021-09-12 09:33:32.093459,572,21.74,55.13,96583.32,18788,4373
2021-09-12 09:34:02.137115,640,21.79,55.65,96586.33,18242,4372
2021-09-12 09:34:37.153687,1000,21.86,57.42,96586.78,18614,4370
2021-09-12 09:35:07.321442,1217,21.89,56.85,96587.81,18584,4371
2021-09-12 09:35:47.412573,1268,21.92,56.42,96589.59,18502,4370
2021-09-12 09:36:17.574685,1235,21.93,56.32,96588.97,18528,4370
2021-09-12 09:36:57.637168,1098,21.93,56.11,96588.97,18550,4371
2021-09-12 09:37:58.000536,918,21.93,55.98,96590.81,18686,4371
2021-09-12 09:38:43.317665,840,21.93,55.92,96591.79,18500,4372
2021-09-12 09:39:13.453375,775,21.93,55.9,96593.41,18438,4372
2021-09-12 09:39:48.498145,726,21.92,55.85,96592.24,18582,4372
2021-09-12 09:40:18.634917,689,21.91,55.82,96590.84,18668,4368
2021-09-12 09:40:58.711391,661,21.9,55.78,96588.58,18618,4372
2021-09-12 09:41:33.884229,623,21.9,55.76,96589.04,18454,4372
2021-09-12 09:42:29.145162,599,21.89,55.74,96587.18,18550,4371
2021-09-12 09:42:59.288859,588,21.9,55.74,96588.52,18676,4371
2021-09-12 09:43:39.381621,579,21.9,55.71,96589.04,18708,4372
2021-09-12 09:44:09.489282,573,21.89,55.67,96587.81,18654,4372
2021-09-12 09:44:39.535062,571,21.89,55.65,96585.56,18742,4372
2021-09-12 09:45:14.575499,571,21.89,55.56,96587.7,18712,4373
2021-09-12 09:45:54.750126,565,21.89,55.49,96586.31,18746,4371
2021-09-12 09:46:24.905412,563,21.89,55.41,96587.47,18662,4372
2021-09-12 09:46:54.935515,562,21.89,55.35,96587.53,18744,4372
2021-09-12 09:47:29.974699,562,21.89,55.31,96586.65,18720,4373
2021-09-12 09:48:05.164475,561,21.89,55.25,96587.34,18746,4375
2021-09-12 09:48:35.312484,560,21.89,55.2,96588.56,18708,4372
2021-09-12 09:49:15.384716,559,21.89,55.18,96589.78,18722,4372
2021-09-12 09:50:05.624094,559,21.89,55.12,96591.69,18796,4372
2021-09-12 09:50:40.803693,559,21.89,55.11,96591.97,18798,4374
2021-09-12 09:51:10.939274,559,21.9,55.07,96592.22,18792,4373
2021-09-12 09:51:40.961809,558,21.9,55.03,96593.26,18756,4370
2021-09-12 09:52:36.161417,557,21.9,54.97,96594.34,18750,4371
2021-09-12 09:53:06.286516,556,21.9,54.96,96592.85,18762,4373
2021-09-12 09:53:51.448600,555,21.9,54.9,96592.74,18760,4371
2021-09-12 09:54:21.581928,555,21.91,54.86,96592.81,18820,4374
2021-09-12 09:54:51.592318,554,21.92,54.82,96594.72,18810,4371
2021-09-12 09:55:31.706976,552,21.91,54.82,96592.12,18858,4374
2021-09-12 09:56:21.990017,551,21.91,54.75,96591.94,18762,4372
2021-09-12 09:56:57.129720,550,21.92,54.71,96593.28,18794,4373
2021-09-12 09:57:37.333283,550,21.92,54.7,96595.54,18844,4370
2021-09-12 09:58:07.489614,550,21.92,54.67,96596.58,18858,4371
2021-09-12 09:58:37.509887,550,21.92,54.66,96597.38,18900,4373
2021-09-12 09:59:07.513246,550,21.92,54.63,96598.77,18886,4375
2021-09-12 09:59:47.599239,550,21.93,54.61,96599.76,18912,4373
2021-09-12 10:00:17.609315,550,21.93,54.6,96599.19,18872,4374
2021-09-12 10:00:47.768469,549,21.94,54.6,96599.48,18964,4372
2021-09-12 10:01:17.776830,549,21.94,54.59,96600.52,18894,4374
2021-09-12 10:01:52.841584,549,21.94,54.56,96600.82,18914,4375
2021-09-12 10:02:43.184925,550,21.94,54.53,96600.53,18894,4371
2021-09-12 10:03:38.519528,550,21.94,54.53,96601.4,18924,4372
2021-09-12 10:04:13.722613,550,21.95,54.51,96601.46,18866,4374
2021-09-12 10:04:48.863856,550,21.95,54.51,96600.08,18884,4374
2021-09-12 10:05:19.017642,550,21.96,54.5,96601.19,18908,4373
2021-09-12 10:06:14.259860,550,21.96,54.47,96601.66,18854,4374
2021-09-12 10:06:44.421375,550,21.96,54.45,96601.19,18878,4373
2021-09-12 10:07:29.510518,550,21.96,54.45,96601.14,18874,4374
2021-09-12 10:07:59.663602,549,21.96,54.44,96601.14,18910,4372
2021-09-12 10:08:44.760800,549,21.97,54.47,96602.08,18482,4372
2021-09-12 10:09:24.949957,549,21.97,54.48,96601.15,18764,4374
2021-09-12 10:10:10.239247,549,21.98,54.46,96603.99,18816,4371
2021-09-12 10:10:40.414498,549,21.98,54.47,96604.28,18894,4373
2021-09-12 10:11:10.422890,549,21.98,54.47,96603.47,18844,4373
2021-09-12 10:11:55.536446,549,21.98,54.46,96604.51,18884,4375
2021-09-12 10:12:30.720243,549,21.99,54.48,96602.57,18456,4373
2021-09-12 10:13:46.178452,550,21.99,54.46,96602.39,18800,4373
2021-09-12 10:14:16.307480,550,21.99,54.47,96605.23,18558,4373
2021-09-12 10:14:51.356536,550,22.0,54.46,96606.04,18710,4374
2021-09-12 10:15:21.487635,550,22.0,54.45,96605.76,18712,4373
2021-09-12 10:15:51.502642,550,22.0,54.46,96603.79,18844,4373
2021-09-12 10:16:36.666006,550,22.0,54.45,96605.65,18878,4374
2021-09-12 10:17:06.786585,550,22.0,54.44,96603.85,18560,4373
2021-09-12 10:17:36.815520,550,22.01,54.42,96605.19,18836,4376
2021-09-12 10:18:06.834958,550,22.01,54.45,96603.8,18808,4373
2021-09-12 10:18:51.985317,549,22.02,54.42,96605.95,18794,4374
2021-09-12 10:19:47.344881,548,22.01,54.4,96604.9,18810,4374
2021-09-12 10:20:22.530619,548,22.02,54.4,96604.52,18706,4373
2021-09-12 10:20:52.683187,546,22.02,54.4,96605.04,18664,4374
2021-09-12 10:21:32.744843,545,22.02,54.43,96605.38,18658,4373
2021-09-12 10:22:17.973076,543,22.04,54.44,96608.41,18684,4373
2021-09-12 10:22:48.117972,542,22.03,54.44,96605.97,18704,4373
2021-09-12 10:23:23.168157,542,22.03,54.45,96605.39,18626,4372
2021-09-12 10:24:03.360495,542,22.04,54.42,96606.27,18630,4370
2021-09-12 10:24:33.488213,541,22.03,54.42,96605.86,18650,4372
2021-09-12 10:25:03.512490,540,22.04,54.42,96605.06,18726,4372
2021-09-12 10:25:33.536688,539,22.04,54.41,96606.97,18704,4372
2021-09-12 10:26:08.587798,537,22.05,54.4,96605.77,18646,4373
2021-09-12 10:26:38.738776,537,22.06,54.42,96606.41,18700,4374
2021-09-12 10:27:08.748839,536,22.05,54.39,96604.84,18764,4373
2021-09-12 10:27:38.786500,536,22.05,54.41,96605.82,18648,4372
2021-09-12 10:28:23.856300,536,22.06,54.39,96605.89,18680,4371
2021-09-12 10:28:59.058163,537,22.06,54.4,96606.71,18728,4370
2021-09-12 10:29:29.166207,537,22.07,54.4,96610.01,18704,4371
2021-09-12 10:29:59.184152,537,22.06,54.4,96607.64,18766,4372
2021-09-12 10:30:29.229012,537,22.07,54.4,96609.73,18686,4372
2021-09-12 10:31:14.398025,538,22.07,54.42,96609.27,18658,4372
2021-09-12 10:31:44.498306,538,22.07,54.41,96612.04,18736,4372
2021-09-12 10:32:34.667588,539,22.08,54.41,96611.41,18626,4372
2021-09-12 10:33:04.787256,540,22.08,54.4,96612.28,18742,4372
2021-09-12 10:33:39.848642,540,22.08,54.4,96611.12,18672,4372
2021-09-12 10:34:50.208401,541,22.09,54.4,96614.9,18770,4372
2021-09-12 10:35:25.373577,542,22.09,54.38,96613.04,18798,4372
2021-09-12 10:36:00.563214,542,22.08,54.39,96612.81,18822,4372
2021-09-12 10:36:35.794818,542,22.09,54.37,96616.52,18850,4373
2021-09-12 10:37:10.957881,543,22.09,54.35,96617.09,18844,4374
2021-09-12 10:38:06.304275,543,22.09,54.33,96620.5,18806,4372
2021-09-12 10:39:01.592335,544,22.1,54.33,96621.49,18760,4372
2021-09-12 10:39:31.765544,543,22.1,54.33,96621.32,18710,4371
2021-09-12 10:40:06.794931,543,22.1,54.33,96620.97,18792,4372
2021-09-12 10:40:47.016549,543,22.1,54.31,96619.71,18806,4370
2021-09-12 10:41:17.163141,544,22.1,54.31,96620.4,18812,4372
2021-09-12 10:41:47.199690,544,22.11,54.31,96620.29,18762,4369
2021-09-12 10:42:17.199622,543,22.12,54.31,96622.09,18838,4370
2021-09-12 10:42:52.306555,543,22.11,54.31,96619.26,18758,4371
2021-09-12 10:43:37.553859,544,22.11,54.3,96618.39,18796,4371
2021-09-12 10:44:07.688562,543,22.12,54.3,96619.21,18828,4369
2021-09-12 10:44:42.737813,543,22.11,54.28,96618.57,18852,4373
2021-09-12 10:45:12.886577,542,22.12,54.28,96619.15,18802,4371
2021-09-12 10:46:08.052501,540,22.12,54.23,96618.97,18820,4372
2021-09-12 10:46:53.282958,538,22.12,54.24,96619.9,18862,4371
2021-09-12 10:47:28.477432,538,22.13,54.22,96619.39,18870,4371
2021-09-12 10:48:28.779763,538,22.13,54.22,96618.59,18828,4371
2021-09-12 10:48:58.932626,538,22.13,54.21,96619.17,18842,4371
2021-09-12 10:49:54.119181,538,22.13,54.22,96616.92,18792,4371
2021-09-12 10:50:29.319148,538,22.13,54.24,96617.2,18798,4371
2021-09-12 10:51:04.493665,539,22.14,54.23,96617.32,18864,4372
2021-09-12 10:51:39.675602,538,22.14,54.22,96618.08,18826,4371
2021-09-12 10:52:29.951405,539,22.14,54.21,96615.95,18876,4372
2021-09-12 10:53:00.103460,539,22.15,54.23,96616.65,18856,4371
2021-09-12 10:57:34.422359,566,22.19,54.43,96619.07,18866,4373
2021-09-12 10:58:09.616937,573,22.19,54.46,96615.43,18926,4371
2021-09-12 10:58:54.930007,593,22.19,54.48,96619.13,18868,4372
2021-09-12 10:59:30.113710,605,22.2,54.5,96619.15,18970,4371
2021-09-12 11:00:45.680116,633,22.21,54.54,96618.0,18856,4370
2021-09-12 11:01:15.819062,648,22.22,54.57,96619.63,18952,4372
2021-09-12 11:01:45.873758,653,22.21,54.57,96617.77,18860,4371
2021-09-12 11:02:15.909564,659,22.22,54.6,96618.6,18974,4372
2021-09-12 11:02:45.934887,660,22.22,54.63,96617.56,18912,4373
2021-09-12 11:03:15.942187,660,22.23,54.62,96615.78,18912,4371
2021-09-12 11:03:50.977632,663,22.24,54.64,96615.27,18918,4372
2021-09-12 11:04:26.145539,665,22.24,54.64,96613.59,18874,4371
2021-09-12 11:04:56.305071,669,22.24,54.66,96613.42,18922,4371
2021-09-12 11:05:26.321079,672,22.24,54.68,96612.5,18924,4370
2021-09-12 11:05:56.338645,675,22.25,54.7,96612.11,18940,4371
2021-09-12 11:06:36.453558,680,22.26,54.71,96612.29,18910,4371
2021-09-12 11:07:21.735749,685,22.26,54.74,96610.91,18968,4370
2021-09-12 11:07:51.898995,686,22.27,54.72,96612.42,18968,4371
2021-09-12 11:08:21.922969,690,22.27,54.75,96607.63,18940,4371
2021-09-12 11:09:12.118534,697,22.28,54.77,96611.06,18892,4371
2021-09-12 11:09:42.246782,699,22.29,54.77,96609.38,18998,4373
2021-09-12 11:10:22.366479,706,22.29,54.81,96607.54,18980,4372
2021-09-12 11:10:52.532936,707,22.29,54.79,96608.47,18948,4372
2021-09-12 11:11:37.663119,712,22.3,54.82,96611.2,18912,4371
2021-09-12 11:12:33.068631,717,22.31,54.82,96610.39,18932,4372
2021-09-12 11:13:03.211629,718,22.31,54.84,96608.61,18974,4370
2021-09-12 11:13:38.306632,722,22.31,54.83,96607.63,18972,4371
2021-09-12 11:14:08.447545,723,22.32,54.85,96607.92,18620,4371
2021-09-12 11:14:38.471154,726,22.32,54.87,96604.17,18974,4372
2021-09-12 11:15:08.492693,730,22.33,54.87,96605.8,19002,4371
2021-09-12 11:15:48.632731,733,22.33,54.85,96605.52,18986,4370
2021-09-12 11:16:18.757416,737,22.34,54.87,96604.43,18858,4372
2021-09-12 11:16:58.897039,741,22.34,54.87,96603.51,18904,4371
2021-09-12 11:17:49.235943,745,22.35,54.9,96604.04,18724,4370
2021-09-12 11:18:24.436570,749,22.35,54.88,96603.93,18916,4372
2021-09-12 11:19:04.680746,753,22.36,54.88,96602.43,18908,4373
2021-09-12 11:19:39.872480,753,22.36,54.86,96603.59,18982,4371
2021-09-12 11:20:09.992736,754,22.36,54.88,96601.97,18950,4370
2021-09-12 11:20:40.030423,754,22.36,54.87,96603.82,18898,4370
2021-09-12 11:21:10.024252,754,22.36,54.85,96605.73,18944,4372
2021-09-12 11:22:00.241990,753,22.36,54.86,96603.3,18946,4372
2021-09-12 11:22:50.554972,751,22.37,54.85,96603.6,19032,4369
2021-09-12 11:23:40.893764,748,22.37,54.86,96603.36,19002,4373
2021-09-12 11:24:26.180393,741,22.37,54.85,96601.46,18956,4372
2021-09-12 11:25:16.513380,735,22.37,54.83,96602.15,18916,4372
2021-09-12 11:25:51.684485,730,22.37,54.85,96601.69,18818,4370
2021-09-12 11:26:21.833289,724,22.38,54.83,96605.46,19008,4372
2021-09-12 11:26:51.868773,713,22.38,54.83,96602.05,19000,4371
2021-09-12 11:27:21.894038,705,22.38,54.85,96605.75,19034,4372
2021-09-12 11:27:51.924401,698,22.37,54.85,96601.41,18930,4372
2021-09-12 11:28:21.937335,689,22.37,54.82,96602.33,19010,4371
2021-09-12 11:29:02.059433,682,22.38,54.84,96602.98,18752,4372
2021-09-12 11:29:32.184702,676,22.38,54.85,96602.23,18488,4370
2021-09-12 11:30:17.348490,672,22.38,54.85,96604.31,18602,4371
2021-09-12 11:31:12.696766,665,22.38,54.85,96602.52,18942,4371
2021-09-12 11:32:13.127831,659,22.39,54.83,96601.72,18862,4372
2021-09-12 11:33:38.870891,668,22.39,54.87,96597.91,19062,4372
2021-09-12 11:34:08.993913,676,22.39,54.86,96595.89,19042,4372
2021-09-12 11:35:04.249608,681,22.4,54.88,96597.17,19056,4370
2021-09-12 11:35:39.454959,683,22.41,54.89,96598.1,19134,4372
2021-09-12 11:36:09.578125,686,22.41,54.87,96595.97,19084,4371
2021-09-12 11:36:44.639041,687,22.41,54.9,96594.82,19152,4373
2021-09-12 11:37:14.802385,687,22.42,54.89,96594.59,19108,4372
2021-09-12 11:37:49.844174,687,22.42,54.88,96592.22,19084,4371
2021-09-12 11:38:20.010459,687,22.42,54.89,96589.97,19132,4369
2021-09-12 11:38:50.010761,687,22.42,54.89,96590.38,19126,4371
2021-09-12 11:39:20.035046,688,22.43,54.89,96589.52,19088,4373
2021-09-12 11:40:05.199969,688,22.43,54.89,96587.61,19094,4372
2021-09-12 11:40:45.414685,689,22.44,54.9,96589.88,19146,4371
2021-09-12 11:41:20.624550,689,22.44,54.91,96587.62,19074,4372
2021-09-12 11:41:50.760176,690,22.44,54.9,96589.88,19178,4370
2021-09-12 11:42:25.830828,690,22.44,54.89,96588.38,19116,4370
2021-09-12 11:43:41.437680,691,22.45,54.91,96589.08,19218,4372
2021-09-12 11:44:16.584853,692,22.45,54.9,96587.58,18952,4371
2021-09-12 11:44:46.735744,693,22.45,54.89,96585.79,18990,4372
2021-09-12 11:45:16.771436,693,22.46,54.88,96587.3,19094,4369
2021-09-12 11:45:56.839316,693,22.46,54.87,96585.68,18778,4369
2021-09-12 11:46:42.127602,693,22.46,54.88,96585.11,18674,4370
2021-09-12 11:47:12.275004,694,22.46,54.88,96584.24,19106,4370
2021-09-12 11:47:42.282631,694,22.46,54.89,96584.94,18724,4369
2021-09-12 11:48:32.542645,694,22.47,54.89,96582.81,18950,4371
2021-09-12 11:49:02.709998,694,22.48,54.87,96585.59,18674,4370
2021-09-12 11:49:32.708166,695,22.48,54.89,96580.21,19150,4370
2021-09-12 11:50:02.731441,695,22.48,54.86,96578.6,19172,4371
2021-09-12 11:50:32.775414,696,22.48,54.87,96581.26,18912,4369
2021-09-12 11:51:07.835486,696,22.49,54.88,96584.16,18482,4370
2021-09-12 11:51:43.016309,696,22.5,54.86,96585.38,18388,4368
2021-09-12 11:52:18.217043,696,22.49,54.88,96583.24,19156,4367
2021-09-12 11:52:48.353489,697,22.5,54.89,96586.2,18594,4370
2021-09-12 11:53:28.479830,698,22.5,54.88,96588.16,18650,4371
2021-09-12 11:54:08.743067,699,22.51,54.88,96584.77,19044,4371
2021-09-12 11:54:38.860610,699,22.51,54.87,96585.34,18774,4370
2021-09-12 11:55:29.043876,703,22.52,54.86,96584.72,19062,4371
2021-09-12 11:55:59.192389,703,22.51,54.86,96583.03,18988,4369
2021-09-12 11:56:34.281912,704,22.52,54.85,96581.77,18448,4370
2021-09-12 11:57:04.401376,704,22.53,54.87,96583.8,18752,4370
2021-09-12 11:57:34.430937,705,22.53,54.87,96582.41,18850,4369
2021-09-12 11:58:04.450834,706,22.53,54.87,96583.11,19022,4369
2021-09-12 11:59:14.888197,708,22.54,54.85,96582.08,19102,4370
2021-09-12 11:59:44.998086,709,22.54,54.86,96581.5,19098,4371
2021-09-12 12:00:15.049365,709,22.54,54.86,96581.67,19080,4370
2021-09-12 12:01:00.268757,710,22.54,54.84,96580.17,19112,4369
2021-09-12 12:01:45.531999,713,22.54,54.84,96581.62,19096,4369
2021-09-12 12:02:20.713100,714,22.54,54.84,96580.75,18784,4370
2021-09-12 12:02:50.863359,715,22.55,54.84,96583.24,18612,4370
2021-09-12 12:03:41.143047,715,22.55,54.83,96581.51,18738,4372
2021-09-12 12:04:16.339550,714,22.56,54.85,96581.93,18578,4372
2021-09-12 12:05:11.671149,710,22.55,54.83,96579.49,18722,4370
2021-09-12 12:05:46.859415,707,22.55,54.83,96581.46,18666,4370
2021-09-12 12:06:17.008275,704,22.55,54.83,96580.64,18638,4370
2021-09-12 12:06:47.028413,701,22.55,54.84,96581.57,18822,4370
2021-09-12 12:07:17.053431,697,22.55,54.86,96582.21,18428,4368
2021-09-12 12:07:47.075721,691,22.55,54.85,96581.69,18662,4369
2021-09-12 12:08:22.137981,687,22.55,54.88,96579.08,19002,4369
2021-09-12 12:08:52.286064,683,22.57,54.88,96580.43,19032,4370
2021-09-12 12:09:27.333881,680,22.56,54.9,96580.49,19090,4369
2021-09-12 12:10:12.629226,678,22.56,54.92,96579.27,19092,4368
2021-09-12 12:10:42.786263,677,22.56,54.94,96578.69,19116,4372
2021-09-12 12:11:12.795491,677,22.57,54.95,96584.02,19072,4369
2021-09-12 12:11:42.793492,677,22.57,54.98,96581.13,19076,4371
2021-09-12 12:12:12.843677,677,22.57,54.96,96580.67,19054,4370
2021-09-12 12:12:42.844551,675,22.58,54.99,96582.99,19096,4369
2021-09-12 12:13:17.923506,675,22.57,55.0,96578.82,19072,4370
2021-09-12 12:13:48.050325,675,22.58,54.99,96579.13,19052,4369
2021-09-12 12:14:18.066331,676,22.59,55.01,96579.42,19050,4370
2021-09-12 12:14:53.166727,676,22.59,55.04,96578.73,19070,4369
2021-09-12 12:15:23.303340,677,22.59,55.06,96577.98,19146,4369
2021-09-12 12:15:53.312641,678,22.59,55.06,96576.36,19106,4372
2021-09-12 12:16:23.338958,678,22.6,55.08,96574.57,19058,4371
2021-09-12 12:16:58.405251,679,22.59,55.08,96571.74,19070,4370
2021-09-12 12:17:28.529947,680,22.6,55.1,96574.24,19048,4368
2021-09-12 12:17:58.542003,683,22.61,55.12,96573.08,18862,4369
2021-09-12 12:18:33.625702,685,22.6,55.15,96571.98,19020,4369
2021-09-12 12:19:03.750290,687,22.62,55.15,96574.02,19112,4370
2021-09-12 12:19:33.779130,689,22.61,55.15,96571.18,19070,4370
2021-09-12 12:20:03.804228,689,22.62,55.14,96574.02,19106,4371
2021-09-12 12:20:33.808893,690,22.62,55.16,96573.04,19126,4369
2021-09-12 12:21:18.960302,694,22.62,55.16,96571.71,19072,4371
2021-09-12 12:21:54.178735,697,22.63,55.2,96572.18,19070,4370
2021-09-12 12:22:39.463423,699,22.63,55.23,96572.19,19088,4371
2021-09-12 12:23:14.632500,703,22.63,55.23,96573.06,19088,4370
2021-09-12 12:23:54.910033,703,22.64,55.25,96573.93,19140,4370
2021-09-12 12:24:25.042567,703,22.64,55.25,96576.88,19144,4368
2021-09-12 12:25:05.183056,704,22.65,55.26,96573.25,19144,4371
2021-09-12 12:25:45.418210,704,22.65,55.27,96571.63,19184,4371
2021-09-12 12:26:30.682768,705,22.65,55.27,96572.15,19122,4371
2021-09-12 12:27:05.895773,706,22.67,55.28,96573.84,19150,4369
2021-09-12 12:27:41.046616,708,22.66,55.28,96572.92,19226,4372
2021-09-12 12:28:11.190012,709,22.67,55.3,96572.81,19176,4370
2021-09-12 12:28:41.218944,712,22.67,55.28,96573.73,19194,4370
2021-09-12 12:29:21.336689,714,22.67,55.3,96572.23,19206,4371
2021-09-12 12:29:51.489893,716,22.69,55.3,96573.46,19178,4372
2021-09-12 12:30:26.561696,718,22.69,55.31,96573.82,19204,4370
2021-09-12 12:30:56.726036,719,22.69,55.32,96572.48,19140,4370
2021-09-12 12:31:41.858364,721,22.7,55.31,96573.24,19190,4369
2021-09-12 12:32:12.015857,722,22.7,55.3,96572.49,19216,4370
2021-09-12 12:32:42.019881,723,22.7,55.31,96570.7,19236,4370
2021-09-12 12:33:17.088400,725,22.7,55.3,96571.57,19218,4370
2021-09-12 12:33:52.283475,725,22.72,55.29,96573.9,19202,4369
2021-09-12 12:34:22.430547,726,22.71,55.3,96571.75,18484,4371
2021-09-12 12:34:57.514334,725,22.71,55.29,96570.48,18412,4369
2021-09-12 12:35:32.668632,726,22.71,55.28,96571.46,18586,4369
2021-09-12 12:36:23.039991,727,22.72,55.25,96570.2,19284,4371
2021-09-12 12:36:53.171310,727,22.72,55.28,96568.87,19248,4370
2021-09-12 12:37:23.191501,726,22.72,55.24,96566.62,19168,4369
2021-09-12 12:37:53.224734,726,22.72,55.25,96567.26,19268,4367
2021-09-12 12:38:28.290482,726,22.73,55.23,96567.9,19088,4368
2021-09-12 12:38:58.487960,724,22.73,55.22,96569.75,19238,4370
2021-09-12 12:39:33.534085,724,22.73,55.23,96569.69,19326,4371
2021-09-12 12:40:08.697421,724,22.74,55.24,96570.57,19316,4369
2021-09-12 12:40:38.858049,723,22.74,55.2,96566.64,19346,4369
2021-09-12 12:41:08.865720,722,22.74,55.2,96563.87,19362,4368
2021-09-12 12:41:54.044097,721,22.74,55.2,96567.33,19302,4368
2021-09-12 12:42:24.173748,721,22.75,55.19,96566.24,19388,4370
2021-09-12 12:42:59.261680,720,22.76,55.21,96567.87,19378,4368
2021-09-12 12:43:59.659934,721,22.76,55.2,96566.83,19422,4371
2021-09-12 12:44:34.851487,721,22.76,55.18,96566.6,19394,4370
2021-09-12 12:45:05.007174,722,22.76,55.18,96567.01,19386,4370
2021-09-12 12:45:45.139023,721,22.76,55.16,96565.28,19364,4370
2021-09-12 12:46:15.255517,722,22.77,55.16,96566.03,19164,4370
2021-09-12 12:47:00.430204,723,22.77,55.18,96565.29,19392,4370
2021-09-12 12:48:05.900253,724,22.77,55.14,96562.34,19302,4369
2021-09-12 12:48:36.037315,725,22.78,55.15,96563.91,19328,4369
2021-09-12 12:49:06.057161,727,22.78,55.14,96563.85,19334,4370
2021-09-12 12:49:41.138399,729,22.78,55.14,96562.0,19356,4369
2021-09-12 12:50:11.265090,729,22.79,55.15,96559.92,19244,4372
2021-09-12 12:50:56.421602,730,22.79,55.14,96559.98,19112,4370
2021-09-12 12:51:36.628811,731,22.79,55.15,96557.67,19094,4369
2021-09-12 12:52:06.782748,733,22.79,55.14,96556.17,19246,4369
2021-09-12 12:52:36.806231,734,22.79,55.15,96555.94,19176,4369
2021-09-12 12:53:06.837859,735,22.79,55.15,96555.42,19140,4367
2021-09-12 12:53:36.866092,735,22.8,55.15,96556.99,19224,4370
2021-09-12 12:54:11.911383,735,22.81,55.14,96555.9,19248,4369
2021-09-12 12:54:47.158610,735,22.8,55.14,96555.84,19298,4369
2021-09-12 12:55:17.289817,735,22.8,55.11,96555.6,19398,4369
2021-09-12 12:55:47.308456,736,22.81,55.14,96555.91,19300,4370
2021-09-12 12:56:17.359236,736,22.81,55.13,96553.13,19166,4368
2021-09-12 12:56:47.386910,736,22.81,55.13,96549.83,19204,4370
2021-09-12 12:57:22.440264,735,22.82,55.14,96551.58,19414,4371
2021-09-12 12:57:57.643710,736,22.83,55.14,96553.26,19176,4369
2021-09-12 12:58:27.798315,736,22.83,55.14,96552.91,19018,4367
2021-09-12 12:58:57.802837,736,22.83,55.14,96552.69,19330,4369
2021-09-12 12:59:27.839535,736,22.84,55.15,96551.77,19154,4370
2021-09-12 13:00:07.933134,736,22.84,55.13,96553.15,19012,4370
2021-09-12 13:00:38.098581,736,22.84,55.11,96554.72,19298,4369
2021-09-12 13:01:18.213404,736,22.84,55.14,96555.7,19290,4367
2021-09-12 13:01:48.337647,736,22.84,55.13,96555.01,19346,4368
2021-09-12 13:02:28.483049,735,22.85,55.12,96553.98,19326,4369
2021-09-12 13:03:08.734840,735,22.85,55.14,96555.19,19332,4369
2021-09-12 13:03:49.013026,735,22.86,55.12,96553.64,19336,4369
2021-09-12 13:04:29.214632,736,22.86,55.14,96553.99,19360,4369
2021-09-12 13:04:59.361712,736,22.87,55.12,96552.32,19338,4369
2021-09-12 13:05:49.555901,737,22.87,55.13,96554.8,19346,4369
2021-09-12 13:06:19.730245,737,22.87,55.13,96553.3,19312,4368
2021-09-12 13:06:49.749290,737,22.88,55.13,96555.51,19412,4368
2021-09-12 13:07:29.912100,738,22.88,55.14,96551.0,19324,4371
2021-09-12 13:08:05.072647,738,22.88,55.12,96551.87,19134,4369
2021-09-12 13:08:35.198614,739,22.89,55.11,96549.33,18386,4369
2021-09-12 13:09:20.369163,740,22.89,55.12,96549.62,18402,4370
2021-09-12 13:09:50.527008,741,22.89,55.12,96549.74,18522,4370
2021-09-12 13:10:20.536562,741,22.9,55.1,96549.4,19360,4370
2021-09-12 13:10:55.604041,741,22.9,55.12,96547.84,19468,4370
2021-09-12 13:11:25.735046,741,22.9,55.12,96549.92,19336,4370
2021-09-12 13:12:00.764599,741,22.9,55.12,96548.88,19408,4371
2021-09-12 13:12:40.993331,742,22.91,55.1,96547.73,18564,4370
2021-09-12 13:13:11.147770,741,22.91,55.12,96546.98,18420,4371
2021-09-12 13:13:41.156873,742,22.92,55.11,96544.44,18116,4372
2021-09-12 13:14:11.172726,741,22.92,55.1,96545.83,18362,4369
2021-09-12 13:14:41.199613,742,22.92,55.08,96545.43,19142,4370
2021-09-12 13:15:11.250555,743,22.92,55.09,96547.05,19316,4370
2021-09-12 13:16:21.572707,744,22.93,55.09,96546.65,18334,4370
2021-09-12 13:16:56.759876,745,22.94,55.08,96545.27,18294,4368
2021-09-12 13:17:26.864834,745,22.94,55.07,96544.75,18450,4370
2021-09-12 13:17:56.893250,745,22.94,55.07,96544.23,18288,4369
